frame,face_id,timestamp,confidence,success,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50,y_51,y_52,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.98,1,87.8,37.5,365.3,0.003,-0.003,0.069,330.3,329.9,331.6,336.1,346.7,364.6,385.1,408.4,433.6,456.4,474.7,489.9,502.0,510.3,516.2,520.2,521.5,363.0,377.9,397.1,415.9,432.4,469.3,483.6,497.4,510.1,518.1,451.0,451.9,453.2,454.4,427.0,437.8,448.2,458.1,466.6,381.5,394.0,407.1,417.2,405.4,392.5,470.6,481.9,494.1,501.8,493.7,481.8,405.2,421.9,436.2,446.8,457.6,467.8,473.5,465.6,455.0,443.7,432.3,419.2,412.2,434.5,445.4,456.3,468.1,455.9,444.9,433.9,233.1,260.4,287.1,313.1,337.5,358.8,376.2,389.9,394.8,391.8,377.6,360.4,340.1,317.8,295.5,273.0,251.1,210.2,199.3,196.6,201.2,210.1,213.6,208.4,207.1,209.8,219.7,237.7,254.1,270.1,286.6,298.9,302.6,306.2,304.4,301.7,236.1,231.3,232.5,240.5,242.9,241.7,244.8,239.0,240.2,246.3,250.0,249.1,336.3,325.9,321.8,325.4,323.5,329.7,340.6,348.8,352.8,353.3,351.6,346.5,336.3,333.6,335.0,334.9,340.1,338.4,339.1,337.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.65,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
