face_x,face_y,face_w,face_h,face_con,pose,prediction
0.47262881859541694,-1.307960931779604,0.3017430628798179,0.30185316955486047,-5.9100709439476695,0.40298482595208,0
0.7954213831222685,-1.073690938206924,-0.6006829427752365,-0.6006601786936031,-5.922358690564842,0.40298482595208,0
2.6182499828033126,-1.6258987801996696,0.25662176259706515,0.2567275021424373,-5.9139781375581535,-0.5396697376785166,0
1.3080919267825621,-1.324694502749081,0.7078347654245923,0.7079841762666691,-5.910813437468194,-0.5396697376785166,0
1.649872289222758,-1.2242930769322182,0.6627134651418396,0.6628585088542459,-5.910496740766191,-0.5396697376785166,0
1.5169577038293485,-1.2744937898406496,0.685274115283216,0.6854213425604575,-5.910924315810657,0.40298482595208,0
0.7384579893822358,-1.2912273608101268,0.14381851189018338,0.1439133336113793,-5.9112883305711765,-0.5396697376785166,0
0.9093481706023337,-1.3748952156575125,-0.6683648931993655,-0.6683486798122379,-5.90942887707208,-0.5396697376785166,0
1.11821394764912,-1.324694502749081,-0.6458042430579891,-0.6457858461060263,-5.909853326874181,-0.5396697376785166,0
1.1941651393024968,-1.3581616446880354,-0.826289444189,-0.826288515755719,-5.910684711158164,-0.5396697376785166,0
1.2511285330425295,-1.307960931779604,-0.8037287940476237,-0.8037256820495075,-5.910323484885906,-0.5396697376785166,0
1.1561895434758085,-1.2744937898406496,-0.7811681439062473,-0.7811628483432959,-5.909359941042723,-0.5396697376785166,0
0.928335968515678,-1.1573587930543097,0.16637916203155975,0.1664761673175909,-5.911488436431203,-0.5396697376785166,0
1.384043118435939,-1.425095928565944,-0.2848338407959674,-0.2847805068066409,-5.9126954083179974,-0.5396697376785166,0
1.0042871601690548,-1.3581616446880354,-0.5781222926338601,-0.5780973449873915,-5.9103758131884225,-0.5396697376785166,0
1.1751773413891526,-1.2744937898406496,-0.6006829427752365,-0.6006601786936031,-5.910157276201281,-0.5396697376785166,0
1.0422627559957431,-1.307960931779604,-0.510440342209731,-0.5104088438687568,-5.911463927303168,-0.5396697376785166,0
0.9852993622557106,-1.1740923640237868,-0.036666689240827485,-0.0365893360383134,-5.910825149940238,-0.5396697376785166,0
0.9093481706023337,-1.4585630705048982,-0.48787969206835463,-0.4878460101625452,-5.911794554126199,-0.5396697376785166,0
0.2827508394619749,-1.2242930769322182,0.05357591132467795,0.053661998786532966,-5.909421144047936,-0.5396697376785166,0
0.9093481706023337,-1.073690938206924,-0.8714107444717527,-0.8714141831681422,-5.9104849009846685,0.40298482595208,0
0.7574457872955801,-0.9230887994816296,-0.2848338407959674,-0.2847805068066409,-5.912621437404095,0.40298482595208,0
0.07388506241518857,-0.973289512390061,-0.8488500943303764,-0.8488513494619306,-5.912101534240245,-0.5396697376785166,0
0.22578744572194223,-0.8059538026952896,-0.3976370915028492,-0.3975946753376988,-5.912052713108529,-0.5396697376785166,0
0.3207264352886633,-0.8728880865731982,-0.48787969206835463,-0.4878460101625452,-5.909373715106971,-0.5396697376785166,0
0.7574457872955801,-1.0569573672374468,-0.14946993994770927,-0.14940350456937135,-5.911069120075824,-0.5396697376785166,0
